Frame	Time	Scene info	Scene info:narrative details - external	Scene info:narrative details - internal	Scene info:characters on screen	Scene info:Music Presence	speech	speech:transcription	speech:character speaking	setting	setting:indoor/outdoor	setting:setting	Scene name	Scene name:scene name	
26390	1055.5999999990001	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26391	1055.64	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26392	1055.68	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26393	1055.72	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26394	1055.76	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26395	1055.8	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26396	1055.8399999990002	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26397	1055.88	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26398	1055.92	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26399	1055.96	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26400	1056.0	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26401	1056.04	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26402	1056.0799999990002	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26403	1056.1199999990001	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26404	1056.16	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26405	1056.2	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26406	1056.24	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26407	1056.28	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26408	1056.3199999990002	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26409	1056.3599999990001	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26410	1056.4	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26411	1056.44	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26412	1056.48	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26413	1056.52	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26414	1056.5600000000002	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26415	1056.5999999990001	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26416	1056.64	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26417	1056.68	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26418	1056.72	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26419	1056.76	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26420	1056.8	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26421	1056.8399999990002	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26422	1056.88	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26423	1056.92	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26424	1056.96	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26425	1057.0	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26426	1057.04	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26427	1057.0799999990002	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26428	1057.1199999990001	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26429	1057.16	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26430	1057.2	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26431	1057.24	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26432	1057.28	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26433	1057.3199999990002	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26434	1057.3599999990001	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26435	1057.4	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26436	1057.44	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26437	1057.48	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26438	1057.52	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26439	1057.5600000000002	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26440	1057.5999999990001	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26441	1057.64	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26442	1057.68	1	Back at Earn's parents' house, his father tells Alfred Paper Boy Earn gets things done when he wants to.	Earn's father may not particularly respect Earn, but he has faith in him.	Dad, Alfred	0	1	"But when he wants to do something, he does it."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26443	1057.72	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26444	1057.76	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26445	1057.8	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26446	1057.8399999990002	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26447	1057.88	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26448	1057.92	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26449	1057.96	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26450	1058.0	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26451	1058.04	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26452	1058.0799999990002	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26453	1058.1199999990001	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26454	1058.16	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26455	1058.2	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26456	1058.24	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26457	1058.28	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26458	1058.3199999990002	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26459	1058.3599999990001	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26460	1058.4	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26461	1058.44	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26462	1058.48	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26463	1058.52	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26464	1058.5600000000002	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26465	1058.5999999990001	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26466	1058.64	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26467	1058.68	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26468	1058.72	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26469	1058.76	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26470	1058.8	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26471	1058.8399999990002	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26472	1058.88	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26473	1058.92	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26474	1058.96	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26475	1059.0	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26476	1059.04	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26477	1059.0799999990002	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26478	1059.1199999990001	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26479	1059.16	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26480	1059.2	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26481	1059.24	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26482	1059.28	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26483	1059.3199999990002	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26484	1059.3599999990001	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26485	1059.4	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26486	1059.44	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26487	1059.48	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26488	1059.52	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26489	1059.5600000000002	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
